place_name,sector,reviewer_name,rating,time,text,text_clean,sentiment,score,place_lat,place_lng
Bakauheni Shopping Mall,Harbourfront and Intermoda Area,Ihsan Nurrahman,1,2 tahun lalu,"mixue
wajar aja customer byk yg emosi krn lama, org pegawainya klemer” kek ayam sakit santai bgt","mixue
wajar aja customer byk yang emosi karena lama  org pegawainya klemer  kek ayam sakit santai banget",Negatif,0.9999351501,-5.8653465,105.756968
Anjungan Agung Mall,Harbourfront and Intermoda Area,Andri Saputra,5,2 bulan lalu,"Pelayanananya bagus, Tempatnya nyaman musola dan toiletnya bersih",pelayanananya bagus  tempatnya nyaman musola dan toiletnya bersih,Positif,0.9999680519,-5.866231,105.7567295
Anjungan Agung Mall,Harbourfront and Intermoda Area,Yasya El Hakim,4,11 bulan lalu,"Anjungan Agung Mall di Bakauheni ini bisa dibilang salah satu tempat singgah paling nyaman buat yang lagi nunggu kapal di Pelabuhan Eksekutif Bakauheni. Mall ini punya desain modern dengan pemandangan laut yang bikin suasana makin asik. Isinya juga lumayan lengkap, ada restoran, kafe, dll.

Selain tempat belanja dan makan, di sini juga sering ada acara seru kayak festival musik atau event komunitas. Jadi, kalau lagi mampir, kadang bisa nemu hiburan gratis yang bikin nunggu kapal jadi nggak ngebosenin. Ada juga bioskop dan area bermain anak, cocok buat keluarga yang lagi perjalanan jauh biar anak-anak nggak rewel.

Lokasinya yang strategis bikin Anjungan Agung Mall jadi tempat ideal buat istirahat sejenak sebelum lanjut perjalanan ke Sumatra atau Jawa. Bisa nongkrong santai sambil ngopi dengan view laut yang cakep. Jadi, kalau lagi di Bakauheni dan punya waktu luang, mall ini bisa jadi pilihan yang pas buat refreshing sebelum melanjutkan perjalanan!","anjungan agung mall di bakauheni ini bisa dibilang salah satu tempat singgah paling nyaman buat yang lagi nunggu kapal di pelabuhan eksekutif bakauheni  mall ini punya desain modern dengan pemandangan laut yang bikin suasana makin asik  isinya juga lumayan lengkap  ada restoran  kafe  dll 

selain tempat belanja dan makan  di sini juga sering ada acara seru kayak festival musik atau event komunitas  jadi  kalau lagi mampir  kadang bisa nemu hiburan gratis yang bikin nunggu kapal jadi nggak ngebosenin  ada juga bioskop dan area bermain anak  cocok buat keluarga yang lagi perjalanan jauh biar anak anak nggak rewel 

lokasinya yang strategis bikin anjungan agung mall jadi tempat ideal buat istirahat sejenak sebelum lanjut perjalanan ke sumatra atau jawa  bisa nongkrong santai sambil ngopi dengan view laut yang cakep  jadi  kalau lagi di bakauheni dan punya waktu luang  mall ini bisa jadi pilihan yang pas buat refreshing sebelum melanjutkan perjalanan",Positif,0.9999675751,-5.866231,105.7567295
Anjungan Agung Mall,Harbourfront and Intermoda Area,Yulistria Anggraini,5,setahun lalu,Connected ke kapal eksekutif. Belum banyak tenant yg buka di sini. Tapi tenant yg ada lumayan cukup. Dua kali ke sini dua kali pula di area toilet ada yang perlu perbaikan (ada petugas yang perlu masuk) mungkin kebetulan saja pas bertepatan saya ke sana. Waktu rame2 arus balik pihak mall menyediakan toilet di mobil gitu di area antrian kendaraan. Saya apresiasi ini sangat membantu di tengah kepadatan arus balik. View dari mall lantai atas langsung laut.,connected ke kapal eksekutif  belum banyak tenant yang buka di sini  tapi tenant yang ada lumayan cukup  dua kali ke sini dua kali pula di area toilet ada yang perlu perbaikan  ada petugas yang perlu masuk  mungkin kebetulan saja pas bertepatan saya ke sana  waktu rame2 arus balik pihak mall menyediakan toilet di mobil gitu di area antrian kendaraan  saya apresiasi ini sangat membantu di tengah kepadatan arus balik  view dari mall lantai atas langsung laut,Positif,0.9999676943,-5.866231,105.7567295
Anjungan Agung Mall,Harbourfront and Intermoda Area,F Dewo Wicaksono,4,Diedit 2 tahun lalu,"Mall pertama di Bakauheni dengan konsep unik karena terintegrasi dengan Dermaga Eksekutif Bakauheni. Jadi bisa belanja, jalan-jalan sambil lihat laut dan kapal.

Beberapa stand masih kosong dan AC kurang maksimal.","mall pertama di bakauheni dengan konsep unik karena terintegrasi dengan dermaga eksekutif bakauheni  jadi bisa belanja  jalan jalan sambil lihat laut dan kapal 

beberapa stand masih kosong dan ac kurang maksimal",Positif,0.9998649359,-5.866231,105.7567295
Anjungan Agung Mall,Harbourfront and Intermoda Area,Fauzi Syukur,3,setahun lalu,"Tempatnya bagus, tapi petugasnya kurang jelas dalam memberikan informasi. Kami penumpang pejalan kaki hendak berkunjung ke Krakatau Park harus memutar jauh dalam kondisi cuaca panas terik. Katanya jembatan belum dibuka, kami dengan 2 orang lansia harus bersusah payah untuk ke lokasi. Pas pulang dari Krakatau Park ternyata bisa lewat jembatan",tempatnya bagus  tapi petugasnya kurang jelas dalam memberikan informasi  kami penumpang pejalan kaki hendak berkunjung ke krakatau park harus memutar jauh dalam kondisi cuaca panas terik  katanya jembatan belum dibuka  kami dengan 2 orang lansia harus bersusah payah untuk ke lokasi  pas pulang dari krakatau park ternyata bisa lewat jembatan,Negatif,0.9997076392,-5.866231,105.7567295
Anjungan Agung Mall,Harbourfront and Intermoda Area,KangEco Official,5,setahun lalu,"View nya langsung laut ya, bagus cuman banyak yang masih kosong belom ramai cuman ada beberapa tenan yg buka",view nya langsung laut ya  bagus cuman banyak yang masih kosong belom ramai cuman ada beberapa tenan yang buka,Positif,0.9999601841,-5.866231,105.7567295
Anjungan Agung Mall,Harbourfront and Intermoda Area,Adella San (PalembangTour),4,3 tahun lalu,"hmmmm br tau di bakahuni ada mall, jualan apa? tp gedungnya keren ui❤",hmmmm br tau di bakahuni ada mall  jualan apa  tapi gedungnya keren ui,Positif,0.9999608994,-5.866231,105.7567295
Anjungan Agung Mall,Harbourfront and Intermoda Area,DEVID Saputra,5,3 tahun lalu,"Mall pinggir pantai yang terintegrasi dengan pelabuhan. Konsep yang unik dan keren. Lokasi berada di terminal eksekutif. Jika kmu ingin mengunjungi tanpa menjadi penumpang ambil jalur khusus ke mall ya jangan nyasar je jalur penyebrangan nanti sampai merak. 🤣

Cukup ada pilihan restoran, namun beberapa stand kosong mungkin dampak pandemi belum pulih. Infonya akan ada bioskop juga dilokasi ini loh. Semoga terwujud ya.

Kamu bisa menyaksikan kapal ferry hilir mudik disini.","mall pinggir pantai yang terintegrasi dengan pelabuhan  konsep yang unik dan keren  lokasi berada di terminal eksekutif  jika kmu ingin mengunjungi tanpa menjadi penumpang ambil jalur khusus ke mall ya jangan nyasar je jalur penyebrangan nanti sampai merak   

cukup ada pilihan restoran  namun beberapa stand kosong mungkin dampak pandemi belum pulih  infonya akan ada bioskop juga dilokasi ini loh  semoga terwujud ya 

kamu bisa menyaksikan kapal ferry hilir mudik disini",Positif,0.9999649525,-5.866231,105.7567295
Anjungan Agung Mall,Harbourfront and Intermoda Area,Surya lee,4,3 tahun lalu,"Mall nya bagus, tapi sayang pendingin ruangan nya sama sekali ga kerasa atau bisa dibilang ga ada, Pdhal ini terintegrasi dengan pelabuhan eksekutif tapi ko mall nya kalah dingin dibanding mall sosoro yang ada dimerak 🥲 …",mall nya bagus  tapi sayang pendingin ruangan nya sama sekali ga kerasa atau bisa dibilang ga ada  pdhal ini terintegrasi dengan pelabuhan eksekutif tapi ko mall nya kalah dingin dibanding mall sosoro yang ada dimerak,Positif,0.9515735507,-5.866231,105.7567295
Anjungan Agung Mall,Harbourfront and Intermoda Area,Akhmad Zadam Husien,5,2 tahun lalu,"Sangat besar dan mewah, sepertinya bekerja sama juga dengan dekranasda Provinsi Lampung",sangat besar dan mewah  sepertinya bekerja sama juga dengan dekranasda provinsi lampung,Positif,0.9998986721,-5.866231,105.7567295
Pusat belanja oleh-oleh,Harbourfront and Intermoda Area,Cvwilda Mandiri,5,2 tahun lalu,Prodaknya murah meriah,prodaknya murah meriah,Positif,0.9999678135,-5.8657025,105.7572863
Terminal Executive Bakauheni,Harbourfront and Intermoda Area,Naba Aji,4,3 bulan lalu,"Pelabuhan ferry Executive Bakahuni ini, sdh terlihat rapi, bersih & teratur. Petugas2melayani dg ramah & sopan. Pengaturan keluar masuk kendaraan juga diatur dg rapi & profesional.
Mall tempat menunggu para penumpang juga sdh terlihat rapi, bersih & ditunjang dg adanya toko2, resto, cafe & tempat istirahat yg nyaman. Toilet bersih & juga ada mushola.
Salut untuk pengelola 👍","pelabuhan ferry executive bakahuni ini  sudah terlihat rapi  bersih   teratur  petugas2melayani dg ramah   sopan  pengaturan keluar masuk kendaraan juga diatur dg rapi   profesional 
mall tempat menunggu para penumpang juga sudah terlihat rapi  bersih   ditunjang dg adanya toko2  resto  cafe   tempat istirahat yang nyaman  toilet bersih   juga ada mushola 
salut untuk pengelola",Positif,0.9999643564,-5.8658773,105.7569346
Terminal Executive Bakauheni,Harbourfront and Intermoda Area,Amel El Dinne Abdellah,5,5 bulan lalu,"Beli tiket online di rest area sebelum masuk pelabuhan. Pelabuhannya bagus, ada mall untuk menunggu. Semoga perjalanan anda menyenangkan",beli tiket online di rest area sebelum masuk pelabuhan  pelabuhannya bagus  ada mall untuk menunggu  semoga perjalanan anda menyenangkan,Positif,0.9999586344,-5.8658773,105.7569346
Terminal Executive Bakauheni,Harbourfront and Intermoda Area,Andri Saputra,5,2 bulan lalu,"Pelayanananya bagus, Tempatnya nyaman dan toiletnya bersih",pelayanananya bagus  tempatnya nyaman dan toiletnya bersih,Positif,0.9999681711,-5.8658773,105.7569346
Terminal Executive Bakauheni,Harbourfront and Intermoda Area,Ricky Danang Pratama,5,setahun lalu,"Tempatnya bagus dan bersih, pelayanannya baik, dan toiletnya juga cukup bersih.
Kapalnya besar nyaman dan bersih, seatnya pun nyaman.

Pelayanannya cepat, antrean tidak terlalu panjang, dan proses boarding-nya juga cepat.
Bagi pengguna motor mungkin akan sangat panas pada siang hari saat menunggu kapal, tetapi terdapat gedung anjungan yang bisa digunakan untuk berteduh dan beristirahat, tersedia banyak pilihan makanan, minuman, dan jajanan, seperti indomaret, roti o, point, dan lain sebagainya

Cuma kurangnya untuk pejalan kaki, ketika turun dari kapal dan jalan ke luar seperti dikerubungi oleh agen2 bus, ojek, atau travel.
Agak kurang nyaman karena sampai menutup/menghadang jalan padahal kita sudah bilang tidak mau","tempatnya bagus dan bersih  pelayanannya baik  dan toiletnya juga cukup bersih 
kapalnya besar nyaman dan bersih  seatnya pun nyaman 

pelayanannya cepat  antrean tidak terlalu panjang  dan proses boarding nya juga cepat 
bagi pengguna motor mungkin akan sangat panas pada siang hari saat menunggu kapal  tetapi terdapat gedung anjungan yang bisa digunakan untuk berteduh dan beristirahat  tersedia banyak pilihan makanan  minuman  dan jajanan  seperti indomaret  roti o  point  dan lain sebagainya

cuma kurangnya untuk pejalan kaki  ketika turun dari kapal dan jalan ke luar seperti dikerubungi oleh agen2 bus  ojek  atau travel 
agak kurang nyaman karena sampai menutup menghadang jalan padahal kita sudah bilang tidak mau",Negatif,0.909810245,-5.8658773,105.7569346
Terminal Executive Bakauheni,Harbourfront and Intermoda Area,Dinda Okta,1,sebulan lalu,"Naik kapal tgl 25 desember di jam 10-11 siang, petugas di gate check in scan tiket yang agak gendut pelayanannya minus banget, judes, marah-marahin saya ketika mau masuk ke kapal. Padahal gak ganggu jalan orang keluar. Gak bisa ngomong dengan baik sebagai petugas pelayanan. Kapal reguler tapi pelayanannya minus bgt. Tolong di audit untuk manajemen pelayanannya",naik kapal tgl 25 desember di jam 10 11 siang  petugas di gate check in scan tiket yang agak gendut pelayanannya minus banget  judes  marah marahin saya ketika mau masuk ke kapal  padahal tidak ganggu jalan orang keluar  tidak bisa ngomong dengan baik sebagai petugas pelayanan  kapal reguler tapi pelayanannya minus banget  tolong di audit untuk manajemen pelayanannya,Negatif,0.9999508858,-5.8649875,105.7569531
Terminal Executive Bakauheni,Harbourfront and Intermoda Area,Dinda Okta,1,sebulan lalu,"Naik kapal tgl 25 desember di jam 10-11 siang, petugas di gate check in scan tiket yang agak gendut pelayanannya minus banget, judes, marah-marahin saya ketika mau masuk ke kapal. Padahal gak ganggu jalan orang keluar. Gak bisa ngomong dengan baik sebagai petugas pelayanan. Kapal reguler tapi pelayanannya minus bgt. Tolong di audit untuk manajemen pelayanannya",naik kapal tgl 25 desember di jam 10 11 siang  petugas di gate check in scan tiket yang agak gendut pelayanannya minus banget  judes  marah marahin saya ketika mau masuk ke kapal  padahal tidak ganggu jalan orang keluar  tidak bisa ngomong dengan baik sebagai petugas pelayanan  kapal reguler tapi pelayanannya minus banget  tolong di audit untuk manajemen pelayanannya,Negatif,0.9999508858,-5.8658773,105.7569346
Terminal Executive Bakauheni,Harbourfront and Intermoda Area,Nalendra Aghna,5,2 tahun lalu,"Dermaga Executive yang mewah bagus punya interkoneksi dengan mall dan bagi pejalan kaki ada garbaratanya, terhubung dengan parkiran depan yang ada bus Puspa Jaya tujuan Rajabasa/Bandar Lampung, yang kemudian bisa lanjut ke Kotabumi/dll, jadi bagi pejalan kaki pun kini tidak perlu hawatir dengan hal² kriminal seperti dermaga Executive Bakauheni ini sudah aman,dengan fasilitas yang sudah sangat memadai ada Indomaret, Alfamart,Roti O, dan kamar mandi gratis, tentunya gedung ber AC, bagi PENGGUNA MOBIL/KENDARAAN PRIBADI, memang cukup lama untuk antri masuk kapal karna peminat kapal express seperti nya tinggi, dan hanya ada 1 dermaga untuk bergantian berlabuh, kapal² nya ada KMP Batumandi, Legundi, Sebuku, dll",dermaga executive yang mewah bagus punya interkoneksi dengan mall dan bagi pejalan kaki ada garbaratanya  terhubung dengan parkiran depan yang ada bus puspa jaya tujuan rajabasa bandar lampung  yang kemudian bisa lanjut ke kotabumi dll  jadi bagi pejalan kaki pun kini tidak perlu hawatir dengan hal² kriminal seperti dermaga executive bakauheni ini sudah aman dengan fasilitas yang sudah sangat memadai ada indomaret  alfamart roti o  dan kamar mandi gratis  tentunya gedung ber ac  bagi pengguna mobil kendaraan pribadi  memang cukup lama untuk antri masuk kapal karena peminat kapal express seperti nya tinggi  dan hanya ada 1 dermaga untuk bergantian berlabuh  kapal² nya ada kmp batumandi  legundi  sebuku  dll,Positif,0.9999606609,-5.8658773,105.7569346
Terminal Executive Bakauheni,Harbourfront and Intermoda Area,Joseph Gabriel,5,2 tahun lalu,"Terminal eksekutif Bakauheni ini ada untuk melayani penumpang Ferry eksekutif atau penumpang lain yg sekedar ingin beristirahat. Terdapat mall yg cukup luas bernama Mall Anjungan Agung. Mallnya luas tapi sepi, karena penumpang Ferry eksekutif rata2 menggunakan kendaraan pribadi. Meski begitu, tempatnya tetap bersih dan nyaman. Ada tempat makan, minimarket, yg jualan baju dan oleh2 juga ada.

Untuk memesan Ferry Xpress dapat dipesan langsung disana atau melalui aplikasi ferizy. Memilih naik Ferry non regular akan mendapat jaminan waktu tempuh yg lebih singkat dan kapal yg lebih nyaman daripada kelas reguler. 😁🙏","terminal eksekutif bakauheni ini ada untuk melayani penumpang ferry eksekutif atau penumpang lain yang sekedar ingin beristirahat  terdapat mall yang cukup luas bernama mall anjungan agung  mallnya luas tapi sepi  karena penumpang ferry eksekutif rata2 menggunakan kendaraan pribadi  meski begitu  tempatnya tetap bersih dan nyaman  ada tempat makan  minimarket  yang jualan baju dan oleh2 juga ada 

untuk memesan ferry xpress dapat dipesan langsung disana atau melalui aplikasi ferizy  memilih naik ferry non regular akan mendapat jaminan waktu tempuh yang lebih singkat dan kapal yang lebih nyaman daripada kelas reguler",Positif,0.9999649525,-5.8658773,105.7569346
Terminal Executive Bakauheni,Harbourfront and Intermoda Area,Albet Ahmad,4,4 tahun lalu,"Ruang tunggu bersih, nyaman, dengan pemandangan indah laut sekitar. Terdapat beberapa restoran, dan Cafe. Ruang untuk test antigen berada di lantai dasar, untuk check in penumpang jalan kaki dan kendaraan berada di lantai 1 (naik 1 lantai dari lantai dasar).
Untuk pendingin ruangan kurang dingin, mungkin karena efisiensi.

Untuk penumpang kendaraan waktu check in ada 2 jam sebelum jadwal keberangkatan. Kalau belum  check in belum bisa masuk antrian untuk masuk kapal.
Untuk chek in tunjukan STNK, bukti antigen/PCR, dan e-tiket.","ruang tunggu bersih  nyaman  dengan pemandangan indah laut sekitar  terdapat beberapa restoran  dan cafe  ruang untuk test antigen berada di lantai dasar  untuk check in penumpang jalan kaki dan kendaraan berada di lantai 1  naik 1 lantai dari lantai dasar  
untuk pendingin ruangan kurang dingin  mungkin karena efisiensi 

untuk penumpang kendaraan waktu check in ada 2 jam sebelum jadwal keberangkatan  kalau belum  check in belum bisa masuk antrian untuk masuk kapal 
untuk chek in tunjukan stnk  bukti antigen pcr  dan e tiket",Positif,0.9997659326,-5.8658773,105.7569346
Terminal Executive Bakauheni,Harbourfront and Intermoda Area,Penghayat Cahaya,5,2 tahun lalu,"Kapalnya cepet banget. Semua petugas sigap.

Apalagi ada mall bisa nunggu kapal dengan nyaman. Banyak makanan minuman yang bisa dipilih. Ada mainan anak juga. Jadi nunggu gak ngebosenin.

Ruang tunggu, toilet bersih dan nyaman.","kapalnya cepet banget  semua petugas sigap 

apalagi ada mall bisa nunggu kapal dengan nyaman  banyak makanan minuman yang bisa dipilih  ada mainan anak juga  jadi nunggu tidak ngebosenin 

ruang tunggu  toilet bersih dan nyaman",Positif,0.999969244,-5.8658773,105.7569346
Terminal Executive Bakauheni,Harbourfront and Intermoda Area,Dee,4,3 tahun lalu,"Terminal executive Bakauhuni ini bersih dan nyaman dg fasilitas yg cukup lengkap.

Terminal ini tidak jauh lokasinya dari terminal lama / reguler.

Ada juga ruang tunggu loungenya, setiap orang kena charge 75 ribu jika ingin menggunakan ruang tunggu ini.

Utk bisa naik kapal melalui terminal ini, penumpang bisa membeli tiket melalui aplikasi FERIZY.

Selama masa pandemi, terminal ini cukup sepi. Tetapi Idul Fitri 2022, terminal ini padat & penuh oleh para pemudik","terminal executive bakauhuni ini bersih dan nyaman dg fasilitas yang cukup lengkap 

terminal ini tidak jauh lokasinya dari terminal lama   reguler 

ada juga ruang tunggu loungenya  setiap orang kena charge 75 ribu jika ingin menggunakan ruang tunggu ini 

untuk bisa naik kapal melalui terminal ini  penumpang bisa membeli tiket melalui aplikasi ferizy 

selama masa pandemi  terminal ini cukup sepi  tetapi idul fitri 2022  terminal ini padat   penuh oleh para pemudik",Positif,0.9999012947,-5.8658773,105.7569346
ATM BNI SPBU Bakauheni,Harbourfront and Intermoda Area,Sabar Riyadi,3,7 tahun lalu,Masih terlihat sepi,masih terlihat sepi,Negatif,0.999951601,-5.8652332,105.7479016
ATM BNI SPBU Bakauheni,Harbourfront and Intermoda Area,Wihan Hoo,3,8 tahun lalu,Siip,siip,Negatif,0.99981457,-5.8652332,105.7479016
ATM BNI SPBU Bakauheni,Harbourfront and Intermoda Area,Songgyu Leem,3,8 tahun lalu,Mudah menemukan uang,mudah menemukan uang,Positif,0.9999550581,-5.8652332,105.7479016
Atm Mandiri Link,Harbourfront and Intermoda Area,Adi Fajar Sidik,5,6 tahun lalu,"sekarang cuma ada satu mesin ATM bersama milik BRI sepertinya
jadi kadang antrian ATM cukup banyak karna ya cuma satu mesin
AC nya panas kalo siang
mohon pihak terkait untuk memperhatikan ATM center ini
mengingat banyaknya pengguna jasa di areal pelabuhan yg sangat membutuhkan kenyamanan saat memasuki ATM ini
'tapi dengan adanya ATM ini cukup membantu bagi para pengguna jasa penyeberangan","sekarang cuma ada satu mesin atm bersama milik bri sepertinya
jadi kadang antrian atm cukup banyak karena ya cuma satu mesin
ac nya panas kalo siang
mohon pihak terkait untuk memperhatikan atm center ini
mengingat banyaknya pengguna jasa di areal pelabuhan yang sangat membutuhkan kenyamanan saat memasuki atm ini
 tapi dengan adanya atm ini cukup membantu bagi para pengguna jasa penyeberangan",Positif,0.9999414682,-5.8681235,105.7543808
Atm Mandiri Link,Harbourfront and Intermoda Area,Ory Firdauz,5,5 tahun lalu,Sangat membantu,sangat membantu,Positif,0.9999597073,-5.8681235,105.7543808
Atm Mandiri Link,Harbourfront and Intermoda Area,Ory Firdauz,5,5 tahun lalu,Sangat membantu,sangat membantu,Positif,0.9999597073,-5.8650327,105.7475147
ATM Bank BCA 079F-SPBU Bakauheni,Harbourfront and Intermoda Area,Irvansyah,3,9 tahun lalu,Atm masih yg model lama dan kadang duitnya kehabisan karena satu2nya atm bca didaerah ini,atm masih yang model lama dan kadang duitnya kehabisan karena satu2nya atm bca didaerah ini,Negatif,0.9980660081,-5.8650327,105.7475147
ATM Bank BCA 079F-SPBU Bakauheni,Harbourfront and Intermoda Area,Ipul geming,5,6 tahun lalu,Sangat membantu,sangat membantu,Positif,0.9999597073,-5.8681235,105.7543808
ATM Bank BCA 079F-SPBU Bakauheni,Harbourfront and Intermoda Area,Ipul geming,5,6 tahun lalu,Sangat membantu,sangat membantu,Positif,0.9999597073,-5.8650327,105.7475147
ATM Bank BCA 079F-SPBU Bakauheni,Harbourfront and Intermoda Area,Mukhlisin Lampung,5,7 tahun lalu,Sangat membantu kemudahan,sangat membantu kemudahan,Positif,0.9999543428,-5.8650327,105.7475147
ATM Bank BCA 079F-SPBU Bakauheni,Harbourfront and Intermoda Area,Yudi Doy,5,8 tahun lalu,Sip lah,sip lah,Positif,0.9999196529,-5.8650327,105.7475147
ATM Bank BCA 079F-SPBU Bakauheni,Harbourfront and Intermoda Area,udinludin,4,5 tahun lalu,oke,ok,Positif,0.9999557734,-5.8650327,105.7475147
ATM Bank BCA 079F-SPBU Bakauheni,Harbourfront and Intermoda Area,Eko Prasetyo,4,9 tahun lalu,"Pelayanan bagus, tempatnya bersih dan rapi.",pelayanan bagus  tempatnya bersih dan rapi,Positif,0.999961853,-5.8650327,105.7475147
ATM BRI Link,Harbourfront and Intermoda Area,Seputar Bakauheni,4,Diedit 6 tahun lalu,"ATM BRI Link berada di dalem loket Pelabuhan ASDP, tepatnya di samping Indomaret loket 1 ASDP.",atm bri link berada di dalem loket pelabuhan asdp  tepatnya di samping indomaret loket 1 asdp,Netral,0.999920845,-5.8692451,105.7549303
Indomaret Bakauheni 1,Hilltop Resort,Waktu,5,4 tahun lalu,Lokasi pas turunan sebelum dermaga Bakauheni. Buka 24 Jam. Ukuran kecil dan parkir kecil. Mobil bisa parkir di jalan utama,lokasi pas turunan sebelum dermaga bakauheni  buka 24 jam  ukuran kecil dan parkir kecil  mobil bisa parkir di jalan utama,Positif,0.9998658895,-5.8647154,105.7479162
Indomaret Bakauheni 1,Hilltop Resort,anindya jinan,1,6 tahun lalu,"ke unggulan tempat dekat dengan dermaga besar saja .. pengunjung berdatangan sangat ramai, untuk perbekalan di kapal penyebrangan .. namun 2016 sampai sekarang kulkas itu rusak dan minuman di dalamnya gak ada satupun yang dingin, dan gak pernah diganti ataupun di benerin",ke unggulan tempat dekat dengan dermaga besar saja    pengunjung berdatangan sangat ramai  untuk perbekalan di kapal penyebrangan    namun 2016 sampai sekarang kulkas itu rusak dan minuman di dalamnya tidak ada satupun yang dingin  dan tidak pernah diganti ataupun di benerin,Negatif,0.9997397065,-5.8647154,105.7479162
Indomaret Bakauheni 1,Hilltop Resort,Putra Network (Mas Put),5,4 tahun lalu,Indomaret pertama yang buka di pelabuhan Bakauheni lokasi parkiran gak terlalu luas dekat jalur 2 lintas Sumatra tepatnya di depan SPBU Bakauheni.,indomaret pertama yang buka di pelabuhan bakauheni lokasi parkiran tidak terlalu luas dekat jalur 2 lintas sumatra tepatnya di depan spbu bakauheni,Positif,0.9997999072,-5.8647154,105.7479162
Indomaret Bakauheni 1,Hilltop Resort,Sri Kumalasari,5,setahun lalu,Meeting point perjalanan untuk membeli berbagai kebutuhan,meeting point perjalanan untuk membeli berbagai kebutuhan,Netral,0.998356998,-5.8647154,105.7479162
Indomaret Bakauheni 1,Hilltop Resort,Ryan Apriansyah,5,3 tahun lalu,"Nyaman, ada tempat duduknya juga sembari nyenderin punggung😄 …",nyaman  ada tempat duduknya juga sembari nyenderin punggung,Positif,0.9998999834,-5.8647154,105.7479162
Indomaret Bakauheni 1,Hilltop Resort,Abdell Mohammad,5,6 tahun lalu,Suka kesini kalo mau Masuk kapal. Sekedar Beli Cemilan dan minuman,suka kesini kalo mau masuk kapal  sekedar beli cemilan dan minuman,Positif,0.9999626875,-5.8647154,105.7479162
Indomaret Bakauheni 1,Hilltop Resort,Chrisna Pandu,3,4 tahun lalu,Yg paling ramai disini orang beli pulsa etoll 😃👍🏾 …,yang paling ramai disini orang beli pulsa etoll,Netral,0.9545128345,-5.8647154,105.7479162
Indomaret Bakauheni 1,Hilltop Resort,Titok Wicaksono,5,4 tahun lalu,"Tingkatkan pelayananan, trims",tingkatkan pelayananan  trims,Positif,0.9996335506,-5.8647154,105.7479162
Indomaret Bakauheni 1,Hilltop Resort,diniyanti putri,5,8 tahun lalu,Lumayan makan terus mampir beli snack,lumayan makan terus mampir beli snack,Positif,0.9978786707,-5.8647154,105.7479162
Indomaret Bakauheni 1,Hilltop Resort,muh moe,4,7 tahun lalu,Strategis dan dilengkapi mesin atm bri,strategis dan dilengkapi mesin atm bri,Positif,0.999858737,-5.8647154,105.7479162
INDOMARET Menara Bakau,Hilltop Resort,KaBaTaKu GMap,5,3 tahun lalu,"Indomaret Menara Bakau adalah Salah satu minimarket yang berada di Desa Bakauheni Kecamatan Bakauheni Kabupaten Lampung Selatan Provinsi Lampung. Tepatnya di Jalan Lintas Sumateta sekitar pasar Kenyaian. Tersedia food and beverages, baby care, house hold, dll. Melayani pembayaran finance dan e-commerce. Parkiran luas, karyawan cukup ramah. Tersedia toilet. Ada tempat duduk dan rehat. Smoking area. Melayani pembayaran Ferizy yaitu tiket penyeberangan Pelabuhan Bakauheni ke Pelabuhan Merak. Toko ini buka 24 Jam setiap harinya.",indomaret menara bakau adalah salah satu minimarket yang berada di desa bakauheni kecamatan bakauheni kabupaten lampung selatan provinsi lampung  tepatnya di jalan lintas sumateta sekitar pasar kenyaian  tersedia food and beverages  baby care  house hold  dll  melayani pembayaran finance dan e commerce  parkiran luas  karyawan cukup ramah  tersedia toilet  ada tempat duduk dan rehat  smoking area  melayani pembayaran ferizy yaitu tiket penyeberangan pelabuhan bakauheni ke pelabuhan merak  toko ini buka 24 jam setiap harinya,Positif,0.9999246597,-5.8628800000000005,105.7510012
INDOMARET Menara Bakau,Hilltop Resort,Nia Aprilia,5,setahun lalu,"Malam singgah disini, liat ada sate padang langsung makan. Jujur ini sate padangnya enak bangettttt 🥰 …",malam singgah disini  liat ada sate padang langsung makan  jujur ini sate padangnya enak bangettttt,Positif,0.99996984,-5.8628800000000005,105.7510012
INDOMARET Menara Bakau,Hilltop Resort,I Putra Purmadito,4,2 tahun lalu,Transit dulu sebelum naik kapal ke Bakauheni. Stock makanan untuk dikapal biar gak boros.. hhe,transit dulu sebelum naik kapal ke bakauheni  stock makanan untuk dikapal biar tidak boros   hhe,Netral,0.9406777024,-5.8628800000000005,105.7510012
INDOMARET Menara Bakau,Hilltop Resort,GenzoBoy last,5,Diedit 8 bulan lalu,Buka 24 jam dan aja pojok jajanan di buka sore hari sambil liat view laut dan pulau rimau,buka 24 jam dan aja pojok jajanan di buka sore hari sambil liat view laut dan pulau rimau,Positif,0.9999630451,-5.8628800000000005,105.7510012
INDOMARET Menara Bakau,Hilltop Resort,Erlangga Herdiansyah,4,2 bulan lalu,view nya indah,view nya indah,Positif,0.9999682903,-5.8628800000000005,105.7510012
INDOMARET Menara Bakau,Hilltop Resort,F Dewo Wicaksono,4,3 tahun lalu,"Lumayan strategis dekat pasar bakauheni dan dgn pemandangan selat sunda.

Banyak lapak jajanan disekitarnya..","lumayan strategis dekat pasar bakauheni dan dengan pemandangan selat sunda 

banyak lapak jajanan disekitarnya",Positif,0.9999537468,-5.8628800000000005,105.7510012
